,artist,track,timestamp,artist_id,track_id
9046,Khutko,Zairi,1669653124,26e6xlrurIqVfo2GzwuSMQ,0BkjeckjiuLr9W5sa1YcE3
9047,ommood,Breath In,1669653022,7mNKnRt1aoVswbRjEUP1WZ,0TXCUXU1JfZ8JdVvaklwFG
9048,Ganzo,Banana Brains,1669652902,2eZYqViRzYxEWVhIRvL5g8,6gP1JTKQELhAlPy3a1fPve
9049,Czapter,Nebula,1669652801,26uxSNbgGIV8gFNvPNhZge,67qqdstYGImlSHRrRYMw38
9050,Phlocalyst,Solenidae,1669652696,5xJ9q1lHwa8AShRof94oIt,2O5xRNJzk8w6ew9ofu8vLa
9051,NGYN,It's Not Just Me,1669652558,0W03t1E2FUo9WAMBwhntuL,2XrXZ0DH1mqspN4mZWEp05
9052,Fuzl,Sunset,1669652355,4PcJcSL24JeqLoQla78EPA,1OebpjXwPI4h0tjSHe4YCR
9053,webmoms,sundaythefirstofaugust,1669652211,2ol5Xy14VMiqF9KjzW41c4,6LIO0pUabklDK3jFZNCgRV
9054,NOGYMX,Bouquet,1669651980,0F1wth3t5bL0Vdjuk34yMP,6Dv4KsgqlgH5EUvSf09eip
9055,yeyts.,spring breeze,1669651902,4fawpeTlkJtDMXDzJmBYSR,4hEtLH4D9zXiYuefvhaFDg
9056,High John,Notice Me - Instrumental,1669651805,6pxhj7jWxb2vzhFNyUpV80,3Oa7qTyiDrpDXCa6oF3vIL
9057,Lesky,Fettuccine,1669651483,7eMZ8gfgZq14cbSR52vBy6,5QdEaWJ9fnW1D7lSjQyS8E
9058,Zen Park,In Between,1669651252,3XSqByZe2kuUAquw8seGD6,7D56BYZHOiHXNXBcVJI0Sl
9059,High John,Never Forget Where You Came From,1669651035,6pxhj7jWxb2vzhFNyUpV80,6aaDGpzsEJCke8qwMVgao0
9060,Seb Zillner,Silk,1669650934,7JbVYHCk4gezX4sZTFW50x,5shRAbjr263aLdUb7CjpTR
9061,Jam'addict,Riverside,1669650666,,
9062,Noflik,Locust,1669650568,4adNSdgdmFQ1vVIebJxwVt,5MaPFUOETqvw2bNIAuJkTP
9063,Iassu,Everest,1669650405,2ojxL6kb0AB5KaHAYoXUDe,0hVBBtEN1zjNXskK7dMRPN
9064,Nokiaa,Velvet,1669650304,0ikgHu560bYMZOOXFQnRLN,1RwHXo9NxsqVaEA9A3N0Wr
9065,ron quixote,Nonobody,1669650175,7IsLRXgrGBhZPleg96NhwA,6TRmQMiyzoqKDTmrT8ZIpe
9066,Sem0r,Waterfall,1669650096,5kKtBm0XgwJnI8oudcaupR,47oJecC2jJq2CSnf1KqQBA
9067,milligon,Aurora,1669649997,62h3mAlyYduSmprbNEdKKD,37epo0IlVLqTNr6Ci8kLSq
9068,sleepsleepsleep,Beyond,1669649911,014LowNhgN2d8KreuoFRFd,6jDf8XD3fMm3P1vMLvHZ6w
9069,Jk Beatbook,Lilac,1669649803,1MKTpWgmy1GOLELKgYsSBz,6hRHaEUjl2cHW2P60wPywi
9070,Bezzix,Five Pants,1669649682,7wHZfDkun9PmNEJuh9wh69,2uEoDYyEG9LiR43vsnaoPm
9071,Lesky,Glissade,1669646560,7eMZ8gfgZq14cbSR52vBy6,1JolxvZ0oyWP0zxsJvdzrR
9072,Saiko,Twentyfourseven,1669646429,1ux1cA3N0QiscFolXpfbni,5vUfhoSFWYP97EggdcRE3T
9073,Sátyr,Velours,1669646223,5D6V4Z6oPz4waooiuBaWIf,6y9RelHF03Ukw9QbMnlTI7
9074,Grmmr.126,Nina,1669646128,5I9DfXCEBU6PwpWqnySRYK,5MKqAfnnp1lKUwUK65lnf6
9075,Schmiddunsk,Golden Route,1669646018,0AQS8pEM0Xn19i8l0expPg,5sdRMVfel2Bc5pTpkhjsbv
9076,7&Nine,Nature & Me,1669645927,3KrbWefSRojrufNTqBI1wy,2FJxTKMytSzaKDyblxbqJN
9077,lorleaf,Stena,1669645839,4dIQxgH4s739dGAHaKAw0y,4DQYzPc7yDSLNSv5vVo3NM
9078,Tom Doolie,Train Tales,1669645757,4C7NcNb9V6lakzMGHQlm8i,5PVWIBum4skGcuHkI8bWKB
9079,mndbd,t4w536745e67u,1669645680,2mqFsaoDarpyIIRowWT3Ci,7cANuigzT0iwNuWcCe13QY
9080,Gnarly,Blossom,1669645499,6elyvFTzyNfugmSxs8brP4,2ho9hXhrskQHdzVHc28j5Y
9081,Dualizm,Catch-A-Bus,1669645395,7q0bttnSm6LD4zu9RoPEkz,7JKjSDSNoOxneR1kghcG7W
9082,CMJ,Midnight Stroll,1669645284,0PbBgZYFayICVW0646NtXG,00oSY6ZhNBI9uDf45e6VMw
9083,Heinrich Schlupf,lemons,1669645188,2d4Qz6TAMDn8JCO1udJn8y,2WDqySqy4Q85CsYQUfVLE4
9084,Louk,Something Pure,1669644833,6ljotXgL1sbhiI7aiF7W8O,3pfmlg7TUaA2TQshjjEKlo
9085,Worldtraveller,Nostalgia,1669644756,5bD3IY6lj5iEqasOqqnllb,19NMCb0Ur6FPad3BU0ainP
9086,Don Fizzy,Mississippi,1669644643,2zhwqqLtDHazsSVAZq0Jfj,2EL0bP3jl0NtWNxlv23fyd
9087,MF Eistee,brush strokes.,1669644546,0hA8JnKhTRBeTfCFoZiem1,2fcsZk3v6B5vPtDULRXi16
9088,Hans Hu$tle,Orion,1669644422,1PwlJoSttX1ML8TPVnRpra,5FEGeOf65KXA6xXVZ6ImW0
9089,Loufish,Tumble Weed,1669644340,6csWDKGJDNYc0ebonJ3Xoo,20twYRka7o68mw3n2Ggz46
9090,Guzimi,beyond the pines,1669644243,06va0DUwCMldLprkelDwcA,3eWpsLe9tMeSAAEnPN8OGA
9091,Living Room,I Can Feel It,1669644079,0sLb0ouettR8lDLnEgCSVK,3bFQS0uqG7zJ830fYLkKly
9092,Peter Kind,Imposter,1669643965,1xMxQQ71TIGQgzH4NY0ECM,2xCYIs8abLgrgm47SFMlib
9093,Oaty.,Natural Springs,1669643839,2S5BNs8nlCRoKvnw9LuwBU,6Qu2SmU6jgmKNhefkWFW0T
9094,Bad Religion,Suffer,1669643693,2yJwXpWAQOOl5XFzbCxLs9,7AoWDXgfVQO8pK4hb0Kswt
9095,Antillectual,Mother Inferior,1669643589,1Z2XrFvat8f47ZaRfjTgZL,1HzgPdRRAOuBf2iFdR29uJ
9096,Liedfett,Kommst Du Mit?,1669643116,1KiNsBHJte2NL9dNjiw1ye,0kjgrCdNAK9tvdXySzbaoI
9097,Konsumo Respeto,Una nueva vida,1669642709,1RmcjyvKHwr9TCZqfHMflP,3KYoNUxlHqPxIQu7m1nZe3
9098,G-Eazy,One Of Them (feat. Big Sean),1669640485,02kJSzxNuaWGqwubyUba0Z,4wckW1OjAM2z6elKQdqUpi
9099,Kendrick Lamar,Swimming Pools (Drank),1669640049,2YZyLoL8N0Wb9xBt1NhZWg,6REbwUNlppTfcnV4d4ZoZi
9100,G-Eazy,I Mean It (feat. Remo),1669639812,02kJSzxNuaWGqwubyUba0Z,6jmTHeoWvBaSrwWttr8Xvu
9101,dead prez,Hip-Hop,1669639073,2UBt0GWBuPVXlPisRvWzlD,2HoDr1yVksl19omOhc1zWy
9102,ScHoolboy Q,Studio,1669638795,5IcR3N7QB1j6KBL8eImZ8m,29gsi1zZrZxdStACmTQB0Z
9103,Post Malone,rockstar (feat. 21 Savage),1669638576,246dkjvS1zLTtiykXe5h60,0e7ipj03S05BNilyu5bRzt
9104,G-Eazy,Sad Boy,1669638373,02kJSzxNuaWGqwubyUba0Z,3V8gULd6OJQ8myIO9ET23e
9105,Kendrick Lamar,Alright,1669638153,2YZyLoL8N0Wb9xBt1NhZWg,3iVcZ5G6tvkXZkZKlMpIUs
9106,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",1669637842,2YZyLoL8N0Wb9xBt1NhZWg,4Pwjz3DfvfQWV0rO2V8jyh
9107,Kendrick Lamar,The Heart Part 4,1669637553,,
9108,"Royce da 5'9""",Caterpillar (feat. Eminem & King Green),1669637269,,
9109,Kid Cudi,Day 'n' Nite (Nightmare),1669637048,0fA0VVWsXO9YnASrzqfmYu,5wfllwdjglyQislkskYLBv
9110,Anderson .Paak,Put Me Thru,1669636886,3jK9MiCrA42lLAdMGUZpwa,70SjyVMzhmMeJQD8hOmIBp
9111,X Ambassadors,Jungle - Remix,1669636678,3NPpFNZtSTHheNBaWC82rB,5wnfZ7VjDpZNyfJkqc9I1d
9112,Travis Scott,through the late night,1669636392,0Y5tJX1MQlPlqiwlOH1tJY,1Ci4wASMY4xtKVMeHA6Sd5
9113,Drake,Jimmy Cooks (feat. 21 Savage),1669636174,3TVXtAsR1Inumwj472S9r4,3F5CgOj3wFlRv51JsHbxhe
9114,Green Day,She,1669584219,7oPftvlwr6VrsViSDV7fJY,4wsQGsdf8D0Bj26cGdvreB
9115,System of a Down,Lost in Hollywood,1669583898,5eAWCfyUhZtHHtBdNk56l1,0GrHWVTDsaWcD4nrCGr7VE
9116,Nirvana,Polly,1669583723,6olE6TJLqED3rqDCT0FyPh,3tlXDvaNrrOmdvG0XVUOcv
9117,Sonic Youth,Incinerate,1669583428,5UqTO8smerMvxHYA5xsXb6,0lDoG5fQ9cmpvpenwR7Jln
9118,The Clash,The Guns of Brixton - Remastered,1669583235,3RGLhK1IP9jnYFH4BRFJBS,0jnFDxgNhS156vu6roUVco
9119,The Offspring,Dirty Magic - 2008 Remaster,1669583006,5LfGQac0EIXyAN8aUwmNAQ,2QWAiZS3QOAFPdGeZ8DKJD
9120,System of a Down,Lonely Day,1669582836,5eAWCfyUhZtHHtBdNk56l1,1VNWaY3uNfoeWqb5U8x2QX
9121,Nirvana,About a Girl,1669582620,6olE6TJLqED3rqDCT0FyPh,55yvzYuvJYG2RUEnMK78tr
9122,Nirvana,Where Did You Sleep Last Night,1669582312,6olE6TJLqED3rqDCT0FyPh,551qy5vUgrUfEUc4dCNfht
9123,Nirvana,All Apologies,1669582048,6olE6TJLqED3rqDCT0FyPh,1Ic9pKxGSJGM0LKeqf6lGe
9124,Nirvana,Lake of Fire,1669581872,6olE6TJLqED3rqDCT0FyPh,4UJmPSJsBsIR1U0N79BU1g
9125,Nirvana,Oh Me,1669581665,6olE6TJLqED3rqDCT0FyPh,2vfCSwToh0Am0O4zgHXfn7
9126,Nirvana,Plateau,1669581447,6olE6TJLqED3rqDCT0FyPh,2smax1OWAxOo63p14G8KZx
9127,Nirvana,Something in the Way,1669581205,6olE6TJLqED3rqDCT0FyPh,1nFtiJxYdhtFfFtfXBv06s
9128,Nirvana,On a Plain,1669580981,6olE6TJLqED3rqDCT0FyPh,651koV4RRMMX6NDbW1ElwP
9129,Nirvana,Dumb,1669580612,6olE6TJLqED3rqDCT0FyPh,5gRcv46AMTrosmTOqrOV3Q
9130,Nirvana,Pennyroyal Tea,1669580392,6olE6TJLqED3rqDCT0FyPh,3z53rfQOg6Eb5pBCRsd7Uu
9131,Nirvana,The Man Who Sold the World,1669580130,6olE6TJLqED3rqDCT0FyPh,15VRO9CQwMpbqUYA7e6Hwg
9132,Nirvana,Jesus Doesn't Want Me For A Sunbeam,1669579853,6olE6TJLqED3rqDCT0FyPh,7oBazz4xCO7Ul3MJHhKy0Q
9133,Nirvana,Come as You Are,1669579600,6olE6TJLqED3rqDCT0FyPh,4P5KoWXOxwuobLmHXLMobV
9134,Nirvana,Jesus Doesn't Want Me For A Sunbeam,1669579310,6olE6TJLqED3rqDCT0FyPh,7oBazz4xCO7Ul3MJHhKy0Q
9135,Nirvana,Come as You Are,1669579057,6olE6TJLqED3rqDCT0FyPh,4P5KoWXOxwuobLmHXLMobV
9136,Nirvana,About a Girl,1669578841,6olE6TJLqED3rqDCT0FyPh,55yvzYuvJYG2RUEnMK78tr
9137,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",1669567649,28ExwzUQsvgJooOI0X1mr3,51rXHuKN8Loc4sUlKPODgH
9138,Drake,Money In The Grave (Drake ft. Rick Ross),1669567444,3TVXtAsR1Inumwj472S9r4,5ry2OE6R2zPQFDO85XkgRb
9139,Future,Mask Off,1669567239,1RyvyyTE3xzB2ZywiAwp0i,0VgkVdmE4gld66l8iyGjgx
9140,Lupe Fiasco,Superstar (feat. Matthew Santos),1669566949,01QTIT5P1pFP3QnnFSdsJf,7dltD9eEX7X1zk8JJ9BS0e
9141,Wiz Khalifa,Black and Yellow,1669566731,137W8MRPWKqSmrBGDBFSop,5A6OHHy73AR5tLxgTc98zz
9142,Kanye West,Blood on the Leaves,1669566370,5K4W6rqBFWDnAN6FQUkS6x,42GcjriRK6srwHkfbkBqVl
9143,G-Eazy,"Me, Myself & I",1669566118,02kJSzxNuaWGqwubyUba0Z,40YcuQysJ0KlGQTeGUosTC
9144,Eazy-E,Ole School Shit,1669565876,7B4hKK0S9QYnaoqa9OuwgX,5ZPzHLzi0ohJbMAKkJ8APZ
9145,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),1669565611,6f4XkbvYlXMH0QgVRzW0sM,03tqyYWC9Um2ZqU0ZN849H
9146,Fat Joe,All the Way Up (remix),1669565326,3ScY9CQxNLQei8Umvpx5g6,2AYTGaclgKXACh13nJRVcV
9147,ScHoolboy Q,Studio,1669565047,5IcR3N7QB1j6KBL8eImZ8m,29gsi1zZrZxdStACmTQB0Z
9148,Kid Cudi,Day 'n' Nite (Nightmare),1669564826,0fA0VVWsXO9YnASrzqfmYu,5wfllwdjglyQislkskYLBv
9149,Fat Joe,All The Way Up (feat. Infared),1669564633,3ScY9CQxNLQei8Umvpx5g6,61QSuw5VlC0LTS8WMO356g
9150,Lupe Fiasco,Go Go Gadget Flow,1669564382,01QTIT5P1pFP3QnnFSdsJf,2aLVUQS8wipdinBxqm5YBE
9151,Jeremih,Don't Tell 'Em,1669563905,,
9152,Dr. Dre,Xxplosive,1669563689,6DPYiyq5kWVQS4RGwxzPC7,0Ed7MeXx64f6OcIuoTRCg1
9153,Lupe Fiasco,Hurt Me Soul,1669563426,01QTIT5P1pFP3QnnFSdsJf,2YBDTmzBMAYsvFYFgjSy83
9154,Drake,Back to Back,1669563255,3TVXtAsR1Inumwj472S9r4,5lFDtgWsjRJu8fPOAyJIAK
9155,Kendrick Lamar,XXX. FEAT. U2.,1669563000,2YZyLoL8N0Wb9xBt1NhZWg,4iYRa2btalAzPZoSYfROqF
9156,JAY-Z,Otis,1669562821,3nFkdlSjzX9mRTtwJOzDYB,6vegnfDS8DAEaCqWaPYGPy
9157,Kendrick Lamar,The Heart Part 4,1669562532,,
9158,Jason Derülo,Wiggle (feat. Snoop Dogg),1669562044,07YZf4WDAMNwqr4jfgOZ8y,2sLwPnIP3CUVmIuHranJZU
9159,Eminem,Superman,1669561693,7dGJo4pcD2V6oG8kP0tJRR,4woTEX1wYOTGDqNXuavlRC
9160,Logic,Flexicution,1669561475,4xRYI6VqpkE3UwrDrAZL8L,2c8sgbZoEanC3QyFNZxUcA
9161,Soulja Boy,Crank That (Soulja Boy),1669561035,6GMYJwaziB4ekv1Y6wCDWS,66TRwr5uJwPt15mfFkzhbi
9162,Young Money,Trophies,1669560848,5OrB6Jhhrl9y2PK0pSV4VP,6HfOzLLjsaXsehIFEsrxTk
9163,Propagandhi,"Haille Sellasse, Up Your Ass",1669560311,7qpy5KY3DVrezixTl6mziA,6mNwIjuqSzUVJnyR3tluax
9164,Psycroptic,Cold,1669560034,2O8ZayBAqBqoXujSAAx7pm,3uyKKxrdCyezZX3wCDVfR0
9165,Desiigner,Panda,1669559737,7pFeBzX627ff0VnN6bxPR4,275a9yzwGB6ncAW4SxY7q3
9166,Kanye West,Stronger,1669559425,5K4W6rqBFWDnAN6FQUkS6x,0j2T0R9dR9qdJYsB7ciXhf
9167,Playboi Carti,Magnolia,1669559023,699OTQXzgjhIYAHMy9RyPD,1e1JKLEDKP7hEQzJfNAgPl
9168,Jason Derülo,Wiggle (feat. Snoop Dogg),1669558829,07YZf4WDAMNwqr4jfgOZ8y,2sLwPnIP3CUVmIuHranJZU
9169,Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",1669558585,7c0XG5cIJTrrAgEC3ULPiq,7t2bFihaDvhIrd2gn2CWJO
9170,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",1669558262,7dGJo4pcD2V6oG8kP0tJRR,1a3xfVZyJnlKn4t65ccBbp
9171,G-Eazy,"Me, Myself & I",1669558010,02kJSzxNuaWGqwubyUba0Z,40YcuQysJ0KlGQTeGUosTC
9172,Kendrick Lamar,LUST.,1669557523,2YZyLoL8N0Wb9xBt1NhZWg,06FCvd7rrRcF3DdvWH5Isp
9173,Kendrick Lamar,m.A.A.d city,1669557173,2YZyLoL8N0Wb9xBt1NhZWg,439TlnnznSiBbQbgXiBqAd
9174,Joey Bada$$,ROCKABYE BABY,1669556949,2P5sC9cVZDToPxyomzF1UH,2YvvK0XLM6kFbmyciOEKWC
9175,Kid Cudi,Day 'n' Nite (Nightmare),1669556727,0fA0VVWsXO9YnASrzqfmYu,5wfllwdjglyQislkskYLBv
9176,Drake,Know Yourself,1669556451,3TVXtAsR1Inumwj472S9r4,5InOp6q2vvx0fShv3bzFLZ
9177,Kendrick Lamar,Money Trees,1669556063,2YZyLoL8N0Wb9xBt1NhZWg,2HbKqm4o0w5wEeEFXm2sD4
9178,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",1669555838,28ExwzUQsvgJooOI0X1mr3,51rXHuKN8Loc4sUlKPODgH
9179,Drake,Jimmy Cooks (feat. 21 Savage),1669555619,3TVXtAsR1Inumwj472S9r4,3F5CgOj3wFlRv51JsHbxhe
9180,B.o.B,Headband (feat. 2 Chainz),1669555398,5ndkK3dpZLKtBklKjxNQwT,2LvRR121MWFmmEGkuV2vQP
9181,The Weeknd,The Hills,1669555155,1Xyo4u8uXC1ZmMpatF05PJ,7fBv7CLKzipRk6EC6TWHOB
9182,"Royce da 5'9""",Caterpillar (feat. Eminem & King Green),1669554871,,
9183,JAY-Z,F*ckwithmeyouknowigotit,1669554628,3nFkdlSjzX9mRTtwJOzDYB,3PBC860LAeS4utDAqlqIe2
9184,Ice Cube,It Was A Good Day,1669554367,3Mcii5XWf6E0lrY3Uky4cA,2qOm7ukLyHUXWyR4ZWLwxA
9185,Travis Scott,BUTTERFLY EFFECT,1669553957,0Y5tJX1MQlPlqiwlOH1tJY,2cYqizR4lgvp4Qu6IQ3qGN
9186,G-Eazy,Order More (feat. Starrah),1669553748,02kJSzxNuaWGqwubyUba0Z,5O2Yjlcs5pSpHq1gcA0cwg
9187,dead prez,Hip-Hop,1669553535,2UBt0GWBuPVXlPisRvWzlD,2HoDr1yVksl19omOhc1zWy
9188,Linkin Park,In the End,1669503248,6XyY86QOPPrYVGvF9ch6wz,60a0Rd6pjrkxjPbaKzXjfq
9189,blink-182,What's My Age Again?,1669503100,6FBDaR13swtiWwGhX1WQsP,4LJhJ6DQS7NwE7UKtvcM52
9190,Bad Religion,American Jesus,1669502694,2yJwXpWAQOOl5XFzbCxLs9,5TZn3LQSWwVPnBlPgFKb54
9191,Slipknot,Wait and Bleed,1669502320,05fG473iIaoy82BF1aGhL8,15DLl1r2zi07Ssq5RT1yT0
9192,The Offspring,(Can't Get My) Head Around You,1669502186,,
9193,The Offspring,The Kids Aren't Alright,1669502005,5LfGQac0EIXyAN8aUwmNAQ,4EchqUKQ3qAQuRNKmeIpnf
9194,Bloodhound Gang,Along Comes Mary,1669501803,6nDLku5uL3ou60kvCGZorh,5YpWUYiyidrtRzYedpXKiU
9195,Nirvana,The Man Who Sold The World - Live Version,1669501355,6olE6TJLqED3rqDCT0FyPh,1XnPVbzLhuBv0sHaCTgyoi
9196,System of a Down,Sugar,1669501201,5eAWCfyUhZtHHtBdNk56l1,31RTFPrB7wmYBhlkM2ILXG
9197,Gorillaz,Feel Good Inc.,1669500820,3AA28KZvwAUcZuOKwyblJQ,0d28khcov6AiegSCpG5TuT
9198,Nirvana,Smells Like Teen Spirit,1669500520,6olE6TJLqED3rqDCT0FyPh,5ghIJDpPoe3CfHMGu71E6T
9199,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",1669496243,7hJcb9fa4alzcOq3EaNPoG,5HQVUIKwCEXpe7JIHyY734
9200,DMX,X Gon' Give It To Ya,1669496025,1HwM5zlC5qNWhJtM00yXzG,1zzxoZVylsna2BQB65Ppcb
9201,Childish Gambino,Bonfire,1669495615,73sIBHcqh3Z3NyqHKZ7FOL,25ypHCQpDX2nrDFly7eZLZ
9202,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",1669495304,2YZyLoL8N0Wb9xBt1NhZWg,4Pwjz3DfvfQWV0rO2V8jyh
9203,JAY-Z,Tom Ford,1669495115,3nFkdlSjzX9mRTtwJOzDYB,1PNGJBI1Lx0h8QCpkHKZLU
9204,Eminem,Not Afraid,1669494866,7dGJo4pcD2V6oG8kP0tJRR,7Ie9W94M7OjPoZVV216Xus
9205,Eminem,The Way I Am,1669494359,7dGJo4pcD2V6oG8kP0tJRR,23wfXwnsPZYe5A1xXRHb3J
9206,Lupe Fiasco,Dumb It Down (feat. Gemstones & Graham Burris),1669494115,01QTIT5P1pFP3QnnFSdsJf,0SPUNC31ZXVbadaj4M5TfD
9207,Lil Wayne,Right Above It,1669493843,55Aa2cqylxrFIXC767Z865,1kMuU3TNQvHbqvXCWBodmP
9208,X Ambassadors,Jungle - Remix,1669493635,3NPpFNZtSTHheNBaWC82rB,5wnfZ7VjDpZNyfJkqc9I1d
9209,Anderson .Paak,Put Me Thru,1669493473,3jK9MiCrA42lLAdMGUZpwa,70SjyVMzhmMeJQD8hOmIBp
9210,50 Cent,In Da Club,1669493280,3q7HBObVc0L8jNeTe5Gofh,4RY96Asd9IefaL3X4LOLZ8
9211,Big Sean,No Favors,1669492953,0c173mlxpT3dSFRgMO8XPh,1MksGqIztTT6M9R1ErKVs8
9212,Drake,All Me,1669492429,3TVXtAsR1Inumwj472S9r4,7y911sqgHGHcyU4ivapjwi
9213,Drake,Jumpman,1669492198,3TVXtAsR1Inumwj472S9r4,27GmP9AWRs744SzKcpJsTZ
9214,Mobb Deep,"Shook Ones, Pt. II",1669491872,6O2zJ0tId7g07yzHtX0yap,33ZXjLCpiINn8eQIDYEPTD
9215,Ace Hood,We Ball,1669491671,31HjiqargV4NAw4GZqUale,5dv4YSgkpflUQ31vIW9qXg
9216,T.I.,That's All She Wrote,1669491131,4OBJLual30L7gRl5UkeRcT,6XAA7T9VHcqKQSzjmXAJ8o
9217,Salam Wreck,American Psycho II - Feat. B Real Of Cypress Hill,1669490923,713X1xDDryEQrctslm4cr3,79L9TcG0LrX5SUiuq9iM0t
9218,Nirvana,Breed,1669490680,6olE6TJLqED3rqDCT0FyPh,5mJGLBNJM0GULqAoL5mb9C
9219,Nirvana,Dumb,1669490527,6olE6TJLqED3rqDCT0FyPh,5gRcv46AMTrosmTOqrOV3Q
9220,The Offspring,All I Want,1669490412,5LfGQac0EIXyAN8aUwmNAQ,717oSBYrcR8awQgUsmyE32
9221,Linkin Park,Crawling,1669490202,6XyY86QOPPrYVGvF9ch6wz,57BrRMwf9LrcmuOsyGilwr
9222,Creedence Clearwater Revival,Fortunate Son,1669490062,3IYUhFvPQItj6xySrBmZkd,4BP3uh0hFLFRb5cjsgLqDh
9223,Nirvana,Smells Like Teen Spirit,1669489483,6olE6TJLqED3rqDCT0FyPh,5ghIJDpPoe3CfHMGu71E6T
9224,Los Muertos de Cristo,Resistiré - En Directo,1669489169,3kB55UDQKH1NV9TLKWgE8p,60qqPA0MLA1KgMCyinwjIW
9225,Billy Talent,This Suffering,1669488931,08yf5A2nS4XEeNvabDXqyg,07sJ4xKLvWusl7pb90U9b3
9226,The Offspring,The Kids Aren't Alright,1669488552,5LfGQac0EIXyAN8aUwmNAQ,4EchqUKQ3qAQuRNKmeIpnf
9227,Josh A,Cold Heart,1669487780,2rWCIhENZyPVDAeFC0ESWN,4dPvsvGdLgN1akSh7j7Rlz
9228,ScHoolboy Q,Studio,1669465044,5IcR3N7QB1j6KBL8eImZ8m,29gsi1zZrZxdStACmTQB0Z
9229,ScHoolboy Q,Studio,1669443903,5IcR3N7QB1j6KBL8eImZ8m,29gsi1zZrZxdStACmTQB0Z
9230,Garrobos,Sacude El Craneo,1669442209,3dnXteiq4xrw0CY7Oj4hgU,6bN7LtSuxum5RjqN4yPYVN
9231,"Royce da 5'9""",Caterpillar (feat. Eminem & King Green),1669441662,,
9232,Kanye West,Can't Tell Me Nothing,1669441402,,
9233,Mobb Deep,"Shook Ones, Pt. II",1669441104,6O2zJ0tId7g07yzHtX0yap,33ZXjLCpiINn8eQIDYEPTD
9234,Bad Religion,Grains of Wrath,1669414135,2yJwXpWAQOOl5XFzbCxLs9,0fNbHlIwSKsOTwrWw5rAOu
9235,Sick of It All,Hello Pricks,1669413874,1Px6nQCyIRM4Gj0tyvZ1TU,3DoNw46r8bV9GQ6oul1vxe
9236,Rage Against the Machine,Killing in the Name,1669413560,2d0hyoQ5ynDBnkvAbJKORj,59WN2psjkt1tyaxjspN8fp
9237,Billy Talent,This Is How It Goes,1669413353,08yf5A2nS4XEeNvabDXqyg,07mVQTlTYABSSsNNasAPbI
9238,Lion's Law,For My Clan,1669413182,7JVEe7dW62EeMOrMwmwG68,33OFUnwRhMA5I5dxXLUfzM
9239,La Polla Records,Ya no quiero ser yo,1669413005,3vHlZN6pTa2zOl2eVxiEdJ,6ZYOD9SnW5y0kjwpcAPFk5
9240,Mobb Deep,"Shook Ones, Pt. II",1669393058,6O2zJ0tId7g07yzHtX0yap,33ZXjLCpiINn8eQIDYEPTD
9241,Future,Mask Off,1669392853,1RyvyyTE3xzB2ZywiAwp0i,0VgkVdmE4gld66l8iyGjgx
9242,Kendrick Lamar,The Heart Part 4,1669392564,,
9243,Kanye West,Mercy.1,1669392237,5K4W6rqBFWDnAN6FQUkS6x,671XaUBmifTMXDbZK5CB1M
9244,Snoop Dogg,Drop It Like It's Hot,1669391947,7hJcb9fa4alzcOq3EaNPoG,2NBQmPrOEEjA8VbeWOQGxO
9245,Nas,If I Ruled The World (Imagine That) (feat. Lauryn Hill),1669391665,20qISvAhX20dpIbOOzGK3q,5PQmSHzWnlgG4EBuIqjac2
9246,Young Thug,Hercules,1669391383,50co4Is1HCEo8bhOyUWKpn,5MD2QLnFM2ChpKAh33z0zr
9247,Kendrick Lamar,LUST.,1669391075,2YZyLoL8N0Wb9xBt1NhZWg,06FCvd7rrRcF3DdvWH5Isp
9248,Isaiah Rashad,4r Da Squaw,1669390842,6aaMZ3fcfLv4tEbmY7bjRM,71lyUtIPCMAYjTwwwxy2jW
9249,Drake,Started from the Bottom,1669390667,3TVXtAsR1Inumwj472S9r4,5DI9jxTHrEiFAhStG7VA8E
9250,Dr. Dre,Still D.R.E.,1669390397,6DPYiyq5kWVQS4RGwxzPC7,503OTo2dSqe7qk76rgsbep
9251,Lars Frederiksen and the Bastards,Wine and Roses,1669390225,64HBI5GPR0TqM0TyAKu0nG,3vcp9HXJdPl4a5PQLknq6k
9252,La Polla Records,Ya no quiero ser yo,1669390048,3vHlZN6pTa2zOl2eVxiEdJ,6ZYOD9SnW5y0kjwpcAPFk5
9253,Transplants,Baggy Trousers,1669389853,6f9zLIMqyEu7abKhGMFr5q,6GRYzFqrMcqFE3rYW1fJ2W
9254,Suicidal Tendencies,Cyco Vision,1669389743,3WPKDlucMsXH6FC1XaclZC,3I9K8tSZRsAw7bRYfbhJEA
9255,Billy Talent,Red Flag,1669389258,08yf5A2nS4XEeNvabDXqyg,2RZWdE8kYPlCAcRUYDeuLC
9256,Lars Frederiksen and the Bastards,Wine and Roses,1669389055,64HBI5GPR0TqM0TyAKu0nG,3vcp9HXJdPl4a5PQLknq6k
